	QMCDP007A3_pWPIonly_S1	QMCDP008AB_pWPIonly_S2	QMCDP009AJ_pWPIonly_S3	QMCDP010AM_pWPIHXB_S1	QMCDP011AU_pWPIHXB_S2	QMCDP012A4_pWPIHXB_S3
ENSG00000269971	0	1	1	1	2	2
ENSG00000270031	5	6	5	3	5	7
ENSG00000117751	2075	2134	1931	1820	1858	1819
ENSG00000252947	2	3	0	3	0	2
ENSG00000130775	67	97	86	49	157	172
ENSG00000117748	2788	2692	2576	2255	2289	2176
ENSG00000130768	72	19	17	56	30	22
ENSG00000227050	0	0	0	1	0	0
ENSG00000158156	322	300	269	294	387	386
ENSG00000158161	1500	1467	996	1364	1356	1474
ENSG00000238231	1	1	0	0	0	3
ENSG00000240750	0	1	0	3	0	2
ENSG00000228589	47	47	36	32	36	33
ENSG00000214812	0	0	1	0	0	0
ENSG00000169403	6	5	3	1	9	9
ENSG00000126698	4330	4262	4555	3107	3312	2985
ENSG00000215902	5	3	2	3	1	2
ENSG00000130770	2510	2316	2953	1788	1898	1599
ENSG00000270605	84	117	134	59	133	183
ENSG00000271398	1	0	0	4	0	4
ENSG00000130766	654	872	563	432	796	615
ENSG00000130772	722	653	1024	691	861	863
ENSG00000204138	1156	1459	1133	1133	1535	2113
ENSG00000206779	0	0	0	0	0	1
ENSG00000221216	0	0	2	1	0	1
ENSG00000180198	5335	5666	5541	3339	3909	3378
ENSG00000242125	2072	1511	1830	937	566	456
ENSG00000200087	46	25	19	25	5	7
ENSG00000238821	1	1	0	1	0	1
ENSG00000231468	4	2	4	1	5	7
ENSG00000180098	597	507	520	631	628	605
ENSG00000197989	459	394	417	264	241	192
ENSG00000221539	4	10	9	8	4	1
ENSG00000120656	612	706	627	666	825	775
ENSG00000188060	1	3	0	2	2	2
ENSG00000229388	7	5	0	6	8	6
ENSG00000270103	2	2	1	2	0	0
ENSG00000162419	458	368	340	321	286	355
ENSG00000198492	3537	3896	3313	3391	4091	3988
ENSG00000116329	1	0	1	0	0	0
ENSG00000226852	7	0	0	4	0	0
ENSG00000233427	1	0	0	1	0	0
ENSG00000199756	0	0	0	0	0	1
ENSG00000159023	5955	5973	3408	4709	5566	5943
ENSG00000225616	2	0	0	0	1	0
ENSG00000253304	8	22	12	11	20	18
ENSG00000225750	0	0	0	0	1	0
ENSG00000116350	3068	3168	3246	2030	2501	2796
ENSG00000227637	2	3	1	0	3	4
ENSG00000116353	763	789	742	452	510	384
ENSG00000237934	0	2	0	2	1	2
ENSG00000060656	1150	1304	920	782	1163	958
ENSG00000162510	6	4	8	4	6	1
ENSG00000186056	10	10	11	6	7	4
ENSG00000162511	4236	6525	5185	4838	8475	8310
ENSG00000264773	0	2	0	2	1	2
ENSG00000162512	207	797	430	161	759	703
ENSG00000134644	3276	3737	2795	3081	3934	4713
ENSG00000202107	3	3	1	4	5	1
ENSG00000200181	0	2	0	1	1	1
ENSG00000237329	0	0	0	0	2	1
ENSG00000225142	0	1	0	1	0	0
ENSG00000084628	15	17	11	2	14	4
ENSG00000060688	3286	2998	3283	2521	2303	2098
ENSG00000229447	16	14	17	5	8	12
ENSG00000121766	1215	1158	1040	1119	990	954
ENSG00000229044	1	1	0	0	0	0
ENSG00000121769	34	41	25	22	28	24
ENSG00000168528	183	308	261	134	263	200
ENSG00000268950	3	1	0	2	4	5
ENSG00000215899	0	1	1	1	1	1
ENSG00000228682	77	108	73	18	45	54
ENSG00000223907	134	231	108	28	65	80
ENSG00000142910	2	7	13	1	4	10
ENSG00000121764	0	4	1	1	3	1
ENSG00000162517	1279	1480	1669	992	1290	1261
ENSG00000235790	2	9	2	3	3	7
ENSG00000084636	64	93	96	60	85	105
ENSG00000121753	429	1415	1256	362	1365	1312
ENSG00000266580	2	0	0	0	0	0
ENSG00000254545	1	1	0	0	1	0
ENSG00000134668	13	161	70	9	122	76
ENSG00000203620	3	1	8	0	2	5
ENSG00000269967	7	4	7	4	6	12
ENSG00000184007	13868	16821	16938	9235	13291	13931
ENSG00000212673	53	36	30	24	32	37
ENSG00000228634	10	3	10	4	5	7
ENSG00000121774	10563	10492	10341	7693	10235	10316
ENSG00000203325	3	2	0	4	1	7
ENSG00000121775	658	832	817	574	811	738
ENSG00000266203	0	0	1	0	0	0
ENSG00000025800	2658	2820	1880	1968	2379	2621
ENSG00000084652	3708	3481	2845	2748	3344	3348
ENSG00000160050	788	855	1134	675	975	989
ENSG00000224066	17	10	12	15	11	20
ENSG00000160051	271	279	291	196	219	216
ENSG00000222046	6	1	3	11	10	16
ENSG00000160055	102	75	92	99	91	91
ENSG00000084623	7865	7126	7188	5447	5263	4224
ENSG00000220785	15	18	12	12	30	22
ENSG00000183615	3	6	9	5	12	11
ENSG00000182866	14103	21941	22366	13124	24376	25851
ENSG00000252450	0	0	0	0	0	1
ENSG00000116478	11100	10298	8847	7797	8159	7558
ENSG00000175130	9440	11048	11895	7430	10140	11224
ENSG00000233775	3	5	12	6	8	9
ENSG00000162526	17	7	10	14	21	17
ENSG00000225828	128	104	152	60	135	129
ENSG00000160058	1751	1934	1592	1519	1959	2114
ENSG00000224333	0	0	0	0	0	1
ENSG00000254553	0	0	1	0	0	2
ENSG00000273274	1	0	1	0	0	0
ENSG00000160062	256	315	335	213	374	486
ENSG00000176261	750	969	1016	542	703	537
ENSG00000200591	3	0	1	1	1	1
ENSG00000162521	14003	14685	12259	11336	13400	14221
ENSG00000162522	238	356	201	172	439	357
ENSG00000134684	6714	8189	7637	3721	4450	3309
ENSG00000116497	2265	2758	2198	1581	2138	2245
ENSG00000160097	5	15	6	9	34	25
ENSG00000121905	2	2	1	2	1	1
ENSG00000121900	19	101	106	8	69	40
ENSG00000221423	1	0	0	0	0	0
ENSG00000116514	700	748	739	760	916	1052
ENSG00000267885	0	0	1	1	0	0
ENSG00000217644	0	0	1	0	0	0
ENSG00000239670	1	0	0	0	0	0
ENSG00000236065	2	0	0	2	2	5
ENSG00000004455	7641	6538	6162	4545	4141	3703
ENSG00000142920	114	156	202	107	191	220
ENSG00000116525	489	456	376	470	627	613
ENSG00000160094	680	750	593	654	1014	1280
ENSG00000270115	4	2	2	7	5	3
ENSG00000225313	9	6	5	6	15	18
ENSG00000134686	2117	2714	2861	2106	3238	3709
ENSG00000266239	0	3	1	0	5	1
ENSG00000222112	2	2	1	2	1	0
ENSG00000233246	8	5	2	5	4	4
ENSG00000121903	259	210	148	309	359	366
ENSG00000235907	0	3	0	1	2	2
ENSG00000142698	0	0	1	0	0	0
ENSG00000163866	916	952	1110	675	781	817
ENSG00000189280	0	0	0	1	1	0
ENSG00000189433	0	0	0	0	1	0
ENSG00000187513	2	0	0	0	0	2
ENSG00000230163	21	17	18	19	23	34
ENSG00000116544	5	12	11	6	11	7
ENSG00000241014	65	86	59	39	67	66
ENSG00000243749	47	63	74	36	59	37
ENSG00000163867	454	375	338	323	356	414
ENSG00000197056	1198	1069	1001	810	1096	1178
ENSG00000228348	1	0	0	0	1	0
ENSG00000116560	16306	16971	13984	11925	13762	14732
ENSG00000201868	0	0	0	0	1	3
ENSG00000146463	5056	4344	2622	4012	3665	3783
ENSG00000229994	0	1	7	6	1	0
ENSG00000227409	1	1	0	0	1	1
ENSG00000202129	0	0	0	0	0	1
ENSG00000142687	999	1569	1228	903	1593	1593
ENSG00000236274	0	0	0	0	1	0
ENSG00000020129	657	837	625	593	841	779
ENSG00000239636	29	31	26	41	56	76
ENSG00000116819	24	30	34	51	57	74
ENSG00000126067	5975	5631	5837	4177	4392	4233
ENSG00000239859	0	0	1	0	0	0
ENSG00000142686	281	250	220	231	251	288
ENSG00000092853	2952	2471	1892	2292	2304	2659
ENSG00000232335	2	1	2	0	0	2
ENSG00000134698	1835	1926	1424	1646	2185	2718
ENSG00000092847	3269	3509	1856	2819	3519	3996
ENSG00000271914	7	11	11	2	3	7
ENSG00000126070	1566	1279	938	1264	1593	2093
ENSG00000271554	1	3	3	0	0	0
ENSG00000232862	2	0	0	0	0	0
ENSG00000092850	3	4	11	2	9	4
ENSG00000116863	930	930	1129	682	793	683
ENSG00000171812	2	7	3	0	6	7
ENSG00000054116	1865	1887	1975	1621	1669	1491
ENSG00000116871	4720	5211	5333	3638	5403	5795
ENSG00000054118	8056	7893	5362	5612	6271	6715
ENSG00000214193	276	191	135	202	204	220
ENSG00000142694	112	121	149	138	256	210
ENSG00000116883	43	36	17	32	39	32
ENSG00000196182	2877	2777	2198	2145	2539	2253
ENSG00000181817	861	788	880	679	657	614
ENSG00000116885	118	100	125	90	78	90
ENSG00000201448	2	0	0	0	0	0
ENSG00000116898	1430	1686	1545	1041	1014	933
ENSG00000119535	1	2	3	5	4	5
ENSG00000163873	0	0	0	0	1	0
ENSG00000233621	18	103	103	29	146	104
ENSG00000163874	198	304	276	209	341	375
ENSG00000163875	2140	2303	2236	1824	2072	2028
ENSG00000263675	10	14	2	8	6	5
ENSG00000163877	1006	970	799	846	922	913
ENSG00000232273	1	1	1	1	0	2
ENSG00000237749	3	0	2	0	1	1
ENSG00000163879	7	2	8	3	3	8
ENSG00000134697	3860	3500	2852	2595	2384	2040
ENSG00000116922	1107	984	971	877	817	744
ENSG00000134690	3099	3483	3422	2991	3746	3976
ENSG00000183317	128	279	205	119	247	164
ENSG00000185090	225	253	236	233	299	324
ENSG00000196449	1322	1161	1198	789	871	723
ENSG00000197982	538	542	734	488	603	452
ENSG00000188786	973	809	463	892	766	871
ENSG00000204084	865	975	878	928	1032	1197
ENSG00000252448	3	1	2	5	5	3
ENSG00000222282	1	0	0	0	0	1
ENSG00000183431	6970	6553	5364	5418	5066	4370
ENSG00000212541	4	2	0	1	4	2
ENSG00000183386	309	302	330	273	385	323
ENSG00000183520	2395	2283	2389	1693	1813	1660
ENSG00000185668	3	5	2	4	7	6
ENSG00000224592	2	0	2	0	0	0
ENSG00000237290	0	0	0	1	0	0
ENSG00000215895	3	0	2	7	1	1
ENSG00000116954	1113	1097	991	1051	1295	1205
ENSG00000228436	8	10	7	18	10	15
ENSG00000214114	1204	1161	1144	622	559	542
ENSG00000131233	0	1	0	2	1	2
ENSG00000158315	3	3	1	3	4	6
ENSG00000174574	2758	2855	2325	2319	2726	2836
ENSG00000168653	3132	3374	4776	2773	2502	2353
ENSG00000127603	10013	12386	5470	16022	24594	34918
ENSG00000270040	2	1	2	2	0	4
ENSG00000226438	0	0	0	0	1	0
ENSG00000217897	0	0	0	0	0	1
ENSG00000255103	640	810	224	214	181	256
ENSG00000183682	26	24	17	17	30	14
ENSG00000237624	4	10	3	0	5	2
ENSG00000182109	92	137	146	102	153	167
ENSG00000243970	30	44	35	39	51	49
ENSG00000090621	8488	6895	6336	5300	5533	4969
ENSG00000228060	20	10	7	7	6	9
ENSG00000201457	8	7	2	2	4	4
ENSG00000163909	289	450	209	190	343	272
ENSG00000225903	1	1	0	0	0	0
ENSG00000116981	0	0	1	0	1	2
ENSG00000116983	22	55	19	15	37	29
ENSG00000084072	1753	1901	2085	1280	1430	1310
ENSG00000225333	1	3	0	0	0	0
ENSG00000116985	95	65	48	37	52	60
ENSG00000198754	9	4	5	2	4	2
ENSG00000261798	33	19	23	13	17	18
ENSG00000043514	1446	1374	1246	926	845	731
ENSG00000202222	0	0	2	0	1	0
ENSG00000116990	209	224	238	182	340	381
ENSG00000236546	0	0	1	0	0	0
ENSG00000168389	329	344	311	292	386	354
ENSG00000228477	9	4	6	3	7	7
ENSG00000131236	8393	7889	5690	7923	8651	8900
ENSG00000131238	4094	4522	3802	2831	3132	2575
ENSG00000117000	1590	1432	921	1090	1329	1495
ENSG00000207508	0	0	0	0	0	1
ENSG00000188800	0	2	0	0	0	0
ENSG00000259943	213	236	352	115	183	217
ENSG00000084073	1891	1636	1512	1535	1839	1819
ENSG00000231296	0	0	0	0	2	0
ENSG00000049089	193	374	374	206	481	514
ENSG00000227311	2	0	1	0	0	0
ENSG00000084070	2396	2618	2069	2268	2713	2701
ENSG00000187801	306	297	241	197	273	336
ENSG00000260920	248	272	259	155	243	296
ENSG00000187815	9	2	6	7	7	18
ENSG00000238287	13	9	3	5	8	9
ENSG00000164002	191	144	119	219	189	205
ENSG00000227278	0	0	0	0	0	2
ENSG00000238186	11	5	5	13	12	12
ENSG00000117010	180	170	197	180	214	214
ENSG00000236505	0	0	0	0	0	1
ENSG00000117016	1813	3107	1866	780	1442	1152
ENSG00000237899	0	1	2	0	0	4
ENSG00000272145	65	75	42	28	32	39
ENSG00000066136	1777	1794	1615	1275	1509	1639
ENSG00000207962	0	0	0	0	0	1
ENSG00000117013	10	14	18	7	12	12
ENSG00000179862	10	19	30	12	29	34
ENSG00000229528	0	0	1	0	0	0
ENSG00000171793	6152	5859	4927	4061	3483	3046
ENSG00000171790	44	26	16	39	29	33
ENSG00000010803	1867	2171	1498	1180	1652	1461
ENSG00000215893	0	0	0	0	0	1
ENSG00000235358	1	2	2	3	5	5
ENSG00000213987	0	0	0	0	1	0
ENSG00000204060	132	184	143	115	235	227
ENSG00000229901	1	2	3	1	1	0
ENSG00000127129	0	2	1	0	1	0
ENSG00000127124	1266	2050	1318	1133	1881	1846
ENSG00000230638	0	1	0	0	3	3
ENSG00000227538	1	0	0	0	0	0
ENSG00000198815	2950	3357	2409	2038	2672	2790
ENSG00000227527	4	3	5	2	3	3
ENSG00000177181	886	932	637	787	1000	992
ENSG00000235002	2	0	0	0	1	1
ENSG00000066185	13	7	8	4	8	6
ENSG00000127125	883	812	961	673	825	859
ENSG00000186409	37	34	21	23	25	32
ENSG00000230116	0	0	1	0	1	0
ENSG00000236876	2	1	0	0	2	3
ENSG00000200254	0	0	0	0	0	1
ENSG00000236180	0	1	0	0	0	0
ENSG00000171960	1429	1398	1663	1227	1103	983
ENSG00000234917	8	7	10	8	3	5
ENSG00000065978	33200	29159	29057	19750	20832	17314
ENSG00000164007	0	3	3	0	0	0
ENSG00000117385	1473	1591	1504	1097	1598	1375
ENSG00000164008	239	308	268	248	294	309
ENSG00000228452	41	58	23	43	48	54
ENSG00000177868	372	447	532	360	517	502
ENSG00000164010	246	366	240	172	245	261
ENSG00000228192	43	34	15	44	42	36
ENSG00000164011	483	464	474	357	480	519
ENSG00000233708	0	1	0	0	0	1
ENSG00000237090	1	0	0	0	0	0
ENSG00000225099	0	0	1	0	0	1
ENSG00000117394	1746	1323	1202	1177	1542	1403
ENSG00000227533	14	16	12	7	20	15
ENSG00000186973	2	0	0	1	0	0
ENSG00000117395	3536	2583	2611	2178	1538	1317
ENSG00000243710	1	4	0	0	0	3
ENSG00000179178	1	2	2	1	1	3
ENSG00000253313	0	0	1	0	1	1
ENSG00000066056	6	4	10	11	87	165
ENSG00000117400	2	3	4	3	0	5
ENSG00000234694	9	13	21	16	10	12
ENSG00000117399	6962	6735	7538	4717	5123	5229
ENSG00000066322	1171	943	850	1001	1044	969
ENSG00000159479	747	738	690	631	664	589
ENSG00000229431	12	10	10	14	13	8
ENSG00000198198	818	889	419	780	1177	1618
ENSG00000178922	84	111	71	97	129	127
ENSG00000229348	4	5	15	3	10	6
ENSG00000142949	951	2229	1259	508	1509	1309
ENSG00000066135	1967	2937	2355	1956	2800	3052
ENSG00000236200	91	51	42	69	41	48
ENSG00000126091	407	647	713	299	514	586
ENSG00000229444	1	11	4	2	2	2
ENSG00000252201	0	0	0	1	0	1
ENSG00000233674	0	0	0	0	0	1
ENSG00000224751	0	0	1	0	0	3
ENSG00000117407	23	16	26	3	10	19
ENSG00000237950	20	18	14	23	16	24
ENSG00000117408	1155	1169	934	1049	1356	1154
ENSG00000132768	1379	1177	1154	966	797	634
ENSG00000117410	2173	1826	2015	1744	1768	1506
ENSG00000117411	644	654	618	429	498	432
ENSG00000159214	91	107	108	130	133	127
ENSG00000196517	87	115	104	14	72	53
ENSG00000230615	4	8	12	3	5	2
ENSG00000171872	0	0	0	0	0	3
ENSG00000233514	1	1	5	0	2	2
ENSG00000271329	1	0	1	0	0	0
ENSG00000178028	1165	1175	1366	1171	1476	1422
ENSG00000117419	1608	1541	1515	973	944	875
ENSG00000233602	4	3	2	4	7	2
ENSG00000187147	1498	1757	2261	1257	1651	1916
ENSG00000126106	143	113	158	71	115	111
ENSG00000198520	26	79	117	26	160	154
ENSG00000199377	1	3	1	0	2	1
ENSG00000200169	4	0	0	1	0	0
ENSG00000142945	5679	6584	7099	4413	5945	5781
ENSG00000225721	8	6	12	19	7	21
ENSG00000142937	21949	36542	46149	15939	28404	24311
ENSG00000200913	8	8	7	1	4	6
ENSG00000202031	2	0	5	0	2	0
ENSG00000234093	3	9	11	6	10	4
ENSG00000142959	4	1	3	1	0	0
ENSG00000173846	239	436	489	259	578	548
ENSG00000188396	3	3	4	1	4	3
ENSG00000222009	13	8	7	2	4	12
ENSG00000117425	13	29	16	16	33	42
ENSG00000226499	8	10	12	4	4	4
ENSG00000070785	861	714	709	557	443	331
ENSG00000229815	0	0	0	0	0	1
ENSG00000232369	3	0	2	3	1	0
ENSG00000268949	8	7	3	5	2	1
ENSG00000126107	999	987	798	838	998	1086
ENSG00000126088	1254	1008	1155	849	808	723
ENSG00000162415	50	81	35	66	107	126
ENSG00000264650	0	1	0	0	0	0
ENSG00000234315	1	0	0	0	0	0
ENSG00000186603	1	0	1	2	4	2
ENSG00000132781	860	734	670	596	676	633
ENSG00000132773	646	575	609	563	602	606
ENSG00000070759	306	405	301	345	491	531
ENSG00000236872	0	2	0	0	0	0
ENSG00000236624	181	152	140	235	237	238
ENSG00000132763	540	434	333	493	414	410
ENSG00000117450	14813	13798	12678	12421	11875	8597
ENSG00000117448	1698	1851	2400	1331	1695	1537
ENSG00000132780	9947	10906	9774	7067	8614	7633
ENSG00000159588	36	20	25	22	23	19
ENSG00000159592	4865	5228	4768	4035	5100	5654
ENSG00000225447	3	6	3	3	1	7
ENSG00000234329	6	14	3	10	9	13
ENSG00000159596	1022	875	775	706	554	543
ENSG00000197429	748	817	672	379	663	644
ENSG00000230896	36	53	64	23	33	55
ENSG00000236111	0	1	2	0	1	0
ENSG00000086015	1179	1357	880	1065	1468	1480
ENSG00000117461	2933	3371	2455	3351	4165	4903
ENSG00000226957	3	1	4	0	3	1
ENSG00000233114	0	0	0	0	0	1
ENSG00000227857	15	9	3	12	20	8
ENSG00000117472	3	13	5	0	8	1
ENSG00000085998	2112	2736	2628	1487	2096	1944
ENSG00000171357	0	6	1	2	6	8
ENSG00000085999	2216	2701	2465	1412	2068	1867
ENSG00000132128	1473	1357	1339	1302	1586	1694
ENSG00000173660	3305	3508	4948	2696	3143	2710
ENSG00000117481	992	1138	974	728	879	838
ENSG00000225779	0	0	1	1	0	0
ENSG00000117480	14	17	29	13	35	28
ENSG00000232022	6	10	4	9	15	12
ENSG00000224863	1	0	0	4	4	1
ENSG00000225667	0	3	3	0	3	7
ENSG00000197587	1	1	1	1	1	4
ENSG00000269956	19	14	10	7	13	19
ENSG00000162456	0	2	1	0	2	2
ENSG00000079277	1123	1231	976	915	1230	1189
ENSG00000142961	246	274	259	267	423	440
ENSG00000123472	2831	2880	2522	1723	1931	1600
ENSG00000159658	4704	4959	3166	3544	4574	4769
ENSG00000233647	1	0	0	0	0	2
ENSG00000186118	3	1	1	0	2	1
ENSG00000228237	5	7	0	2	0	3
ENSG00000142973	27	15	22	85	131	157
ENSG00000154198	0	0	1	0	0	1
ENSG00000187048	0	1	0	0	0	0
ENSG00000186377	6	24	19	13	12	18
ENSG00000186160	1	0	0	0	1	3
ENSG00000225506	13	8	5	10	11	7
ENSG00000162365	0	2	0	1	0	0
ENSG00000224805	6	7	5	9	3	6
ENSG00000162366	0	5	1	0	0	0
ENSG00000162367	7096	6928	5661	7201	9093	10189
ENSG00000226252	227	196	160	298	320	444
ENSG00000123473	3386	3893	2503	2822	4026	4246
ENSG00000162368	4968	4049	4758	3469	4053	4448
ENSG00000225762	14	26	19	3	9	14
ENSG00000186790	0	3	3	0	1	4
ENSG00000237424	358	469	515	172	337	485
ENSG00000186564	173	232	181	95	234	262
ENSG00000269113	2	3	1	0	3	0
ENSG00000225028	1	0	0	0	0	0
ENSG00000117834	1	0	0	6	4	9
ENSG00000272491	5	4	0	3	0	4
ENSG00000132122	213	170	95	162	167	154
ENSG00000224986	0	0	0	0	1	0
ENSG00000235105	25	21	13	17	21	16
ENSG00000186094	1	1	4	7	6	14
ENSG00000162373	285	303	327	323	482	490
ENSG00000162374	0	0	0	3	0	0
ENSG00000234080	0	0	1	0	1	1
ENSG00000229316	0	0	0	0	1	0
ENSG00000142700	1	1	1	2	2	1
ENSG00000271782	3	2	5	4	0	4
ENSG00000185104	3121	3107	2865	2212	2278	2211
ENSG00000225767	2	1	1	0	0	1
ENSG00000230585	2	1	0	4	3	0
ENSG00000123080	3458	2276	2945	3400	3419	3691
ENSG00000265538	0	0	1	0	2	1
ENSG00000204006	0	0	0	0	1	0
ENSG00000213478	0	0	1	0	0	0
ENSG00000203356	0	0	0	0	1	0
ENSG00000123091	1787	1724	1754	1591	2182	2068
ENSG00000233406	0	2	1	0	1	0
ENSG00000236434	0	1	1	0	0	0
ENSG00000085831	8	7	3	6	13	8
ENSG00000085832	2551	2653	1888	1976	2463	2646
ENSG00000232027	4	2	0	2	1	1
ENSG00000206595	0	0	0	0	0	1
ENSG00000238140	0	1	2	0	0	0
ENSG00000227070	0	5	1	0	1	0
ENSG00000227742	0	1	1	0	1	1
ENSG00000117859	3356	3263	2156	2728	2968	2856
ENSG00000078618	7816	9262	6425	5043	7051	6683
ENSG00000266993	20	22	19	17	28	41
ENSG00000272175	0	0	1	0	1	1
ENSG00000230604	0	0	0	1	0	4
ENSG00000169213	206	247	89	119	231	233
ENSG00000117862	2002	2891	2671	1914	3347	2807
ENSG00000198841	414	351	418	378	284	267
ENSG00000223390	2	2	1	3	2	5
ENSG00000228369	6	6	1	1	3	2
ENSG00000134717	1098	1287	1615	545	795	1067
ENSG00000157077	846	1118	633	809	1283	1271
ENSG00000228407	6	2	0	4	4	2
ENSG00000223429	0	0	0	0	1	0
ENSG00000237663	1	0	0	0	0	0
ENSG00000213735	0	1	0	0	1	0
ENSG00000154222	1006	1242	1186	1083	1692	1780
ENSG00000272100	6	8	13	5	11	9
ENSG00000224680	8	13	12	15	21	17
ENSG00000085840	1487	1473	1187	1186	1567	1524
ENSG00000134748	4333	4280	3958	3312	3517	3811
ENSG00000134744	2755	3255	2014	1900	2965	3446
ENSG00000239063	1	3	0	0	2	0
ENSG00000272371	0	2	1	1	1	2
ENSG00000236290	0	0	0	2	2	1
ENSG00000116157	1	1	9	2	4	7
ENSG00000162377	853	651	503	575	476	464
ENSG00000162378	1364	1115	718	751	949	1094
ENSG00000228929	55	58	85	50	31	33
ENSG00000203995	15	7	1	2	0	8
ENSG00000121310	4	2	0	2	2	0
ENSG00000230953	0	0	1	0	0	0
ENSG00000231866	2	0	0	0	0	0
ENSG00000116171	3066	2890	2751	2609	2725	2651
ENSG00000236360	6	12	10	16	9	8
ENSG00000226147	0	0	0	1	0	0
ENSG00000174348	1	8	0	0	16	7
ENSG00000162383	0	2	0	1	3	0
ENSG00000157184	1024	911	765	649	697	640
ENSG00000162384	805	927	1114	545	612	596
ENSG00000259818	3	2	4	3	2	3
ENSG00000162385	1927	1719	1915	1390	1177	1066
ENSG00000226754	10	7	4	10	8	7
ENSG00000270172	408	416	327	274	320	327
ENSG00000157193	1699	1555	1081	1066	1209	1216
ENSG00000228838	1	1	1	0	0	3
ENSG00000225030	3	1	3	3	3	0
ENSG00000232762	3	2	1	4	2	2
ENSG00000225675	55	93	39	52	49	50
ENSG00000230138	7	29	12	21	69	58
ENSG00000174332	0	3	2	1	4	1
ENSG00000058804	4232	4361	3711	2622	3003	2840
ENSG00000201003	2	2	0	1	2	0
ENSG00000058799	619	706	663	624	659	561
ENSG00000211452	4	1	0	5	5	8
ENSG00000081870	1107	958	1130	895	1071	1003
ENSG00000116212	1304	1120	1043	1034	1033	963
ENSG00000219102	6	5	11	2	5	3
ENSG00000272091	17	40	67	28	40	73
ENSG00000116209	1856	2416	2639	1855	2299	2031
ENSG00000203276	3	4	7	6	4	10
ENSG00000116205	782	847	611	656	890	838
ENSG00000264208	0	1	0	0	0	0
ENSG00000225183	0	0	0	2	1	2
ENSG00000237611	24	37	42	22	26	26
ENSG00000212670	60	82	63	49	86	97
ENSG00000157211	0	1	2	0	0	0
ENSG00000256407	2	0	0	0	0	0
ENSG00000248835	211	246	192	142	162	153
ENSG00000215883	298	267	162	180	194	183
ENSG00000116221	3972	3620	3684	2638	2689	2016
ENSG00000157216	3800	4417	3418	3294	4630	5393
ENSG00000198711	9	6	6	8	16	19
ENSG00000225632	91	106	57	76	99	87
ENSG00000162390	69	69	33	41	72	63
ENSG00000162391	3	2	2	1	1	0
ENSG00000243725	148	120	102	110	96	77
ENSG00000162396	253	195	211	210	237	200
ENSG00000162398	1	0	2	2	3	0
ENSG00000116133	8317	6298	4124	6163	5871	5061
ENSG00000242396	2	0	0	0	2	3
ENSG00000233203	6	7	0	6	5	3
ENSG00000143001	0	0	0	2	0	0
ENSG00000162399	0	2	2	2	7	16
ENSG00000162402	4452	4485	2663	3257	3671	4396
ENSG00000235612	1	0	1	0	3	0
ENSG00000162407	4	3	2	0	3	2
ENSG00000225475	0	3	3	0	0	1
ENSG00000162409	8	4	1	0	3	1
ENSG00000187889	0	1	8	0	2	8
ENSG00000157131	0	0	0	1	0	0
ENSG00000021852	0	3	2	0	3	4
ENSG00000173406	54	175	253	108	332	596
ENSG00000229887	0	1	2	0	0	0
ENSG00000223416	0	0	2	0	0	1
ENSG00000233216	0	0	0	0	0	1
ENSG00000162600	835	751	629	557	622	535
ENSG00000185839	15	8	9	11	9	5
ENSG00000162601	1989	1859	1264	1391	1924	2270
ENSG00000177606	370	288	240	305	481	467
ENSG00000234807	6	3	6	5	6	8
ENSG00000272226	0	2	6	1	1	3
ENSG00000232453	0	5	3	2	3	0
ENSG00000228121	1	0	3	1	0	0
ENSG00000230812	7	12	15	20	25	18
ENSG00000241042	0	0	1	0	0	1
ENSG00000235215	1	1	0	2	2	1
ENSG00000237352	0	3	2	0	5	4
ENSG00000224609	0	1	1	0	0	1
ENSG00000270457	1	0	1	0	0	0
ENSG00000172456	184	249	241	198	297	203
ENSG00000231816	2	2	0	0	4	1
ENSG00000134709	5	0	1	0	4	9
ENSG00000134716	41	17	10	30	10	5
ENSG00000226476	2	0	0	4	0	1
ENSG00000231252	0	4	0	0	0	0
ENSG00000162599	279	429	314	197	364	454
ENSG00000237928	1	0	0	2	4	1
ENSG00000270742	0	0	0	0	1	0
ENSG00000223920	0	0	0	0	0	2
ENSG00000162604	574	647	751	369	507	517
ENSG00000271200	0	2	0	0	0	0
ENSG00000132849	7	25	17	4	8	5
ENSG00000240563	1	6	3	0	0	0
ENSG00000132854	75	132	82	16	22	31
ENSG00000162607	7880	7517	7480	4504	6326	6636
ENSG00000116641	1960	2007	1228	1753	1972	2244
ENSG00000270549	0	2	0	0	0	0
ENSG00000132855	2	5	9	1	3	1
ENSG00000269624	0	0	1	0	1	2
ENSG00000213703	0	2	0	0	0	0
ENSG00000235545	2	7	8	3	2	13
ENSG00000125703	903	1014	1153	622	999	862
ENSG00000234318	3	6	2	1	2	6
ENSG00000237163	1	0	0	0	0	0
ENSG00000271593	1	0	0	0	0	0
ENSG00000224209	0	1	0	0	0	0
ENSG00000228734	1	0	0	0	0	0
ENSG00000230798	61	82	106	50	83	78
ENSG00000187140	41	50	69	27	52	46
ENSG00000236674	0	0	0	0	0	1
ENSG00000088035	1000	965	988	874	1121	1095
ENSG00000142856	1241	1092	1385	833	1038	1091
ENSG00000203965	599	510	460	435	519	546
ENSG00000251720	4	1	1	7	3	0
ENSG00000116652	12	4	4	5	10	14
ENSG00000079739	2280	1796	1809	1742	1564	1313
ENSG00000244256	6	2	2	2	5	2
