ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0015171	amino acid transmembrane transporter activity	8/1264	73/22744	0.0491334511381926	0.157294120026023	0.1138533356714	20514/83429/102857/55963/105727/26570/14664/11987	8
GO:0000062	fatty-acyl-CoA binding	4/1264	26/22744	0.0535113100358126	0.16766045868414	0.121356745428426	23986/20652/20280/11364	4
GO:0000175	3'-5'-exoribonuclease activity	4/1264	26/22744	0.0535113100358126	0.16766045868414	0.121356745428426	72068/71701/101985/211948	4
GO:0005070	SH3/SH2 adaptor activity	4/1264	26/22744	0.0535113100358126	0.16766045868414	0.121356745428426	50915/230126/24055/16367	4
GO:0005158	insulin receptor binding	4/1264	26/22744	0.0535113100358126	0.16766045868414	0.121356745428426	19246/384783/18708/16367	4
GO:0015293	symporter activity	13/1264	143/22744	0.0553379345392291	0.16766045868414	0.121356745428426	20514/20499/102857/55963/30805/218756/105727/14664/20501/104681/54403/269356/53881	13
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	13/1264	143/22744	0.0553379345392291	0.16766045868414	0.121356745428426	28200/14555/12409/15926/100198/13017/15484/52815/76238/67880/101502/16828/77219	13
GO:0035326	enhancer binding	12/1264	129/22744	0.0554615590130226	0.16766045868414	0.121356745428426	20682/15081/11622/67500/22433/67488/16911/12591/99929/226442/11911/15361	12
GO:0000146	microfilament motor activity	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	17912/17921/338367	3
GO:0003756	protein disulfide isomerase activity	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	16416/18453/104009	3
GO:0005003	ephrin receptor activity	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	13845/13841/13846	3
GO:0016411	acylglycerol O-acyltransferase activity	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	68262/67512/231510	3
GO:0016864	intramolecular oxidoreductase activity, transposing S-S bonds	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	16416/18453/104009	3
GO:0017136	NAD-dependent histone deacetylase activity	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	15184/15185/232232	3
GO:0031005	filamin binding	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	76566/213019/231830	3
GO:0034185	apolipoprotein binding	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	15510/16971/100102	3
GO:0070006	metalloaminopeptidase activity	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	72061/13437/13809	3
GO:0070034	telomerase RNA binding	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	234344/245474/226517	3
GO:0070577	lysine-acetylated histone binding	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	67382/59035/320817	3
GO:0140033	acetylation-dependent protein binding	3/1264	16/22744	0.0557676578992023	0.16766045868414	0.121356745428426	67382/59035/320817	3
GO:0031491	nucleosome binding	6/1264	50/22744	0.0576238154092759	0.172137384885034	0.124597254237288	15081/100088/93762/114741/57741/14958	6
GO:0031593	polyubiquitin modification-dependent protein binding	6/1264	50/22744	0.0576238154092759	0.172137384885034	0.124597254237288	16151/58186/15185/56489/235461/671535	6
GO:0008143	poly(A) binding	4/1264	27/22744	0.0601620437602546	0.17914919697498	0.129672575523356	207214/56878/56403/232164	4
GO:0016757	transferase activity, transferring glycosyl groups	21/1264	264/22744	0.0632444218521564	0.186756873785246	0.135179198284686	26433/80294/14538/22247/20440/80285/235587/74493/15211/11545/16848/20444/68292/99929/103534/227835/243771/17309/244745/57370/671535	21
GO:0015932	nucleobase-containing compound transmembrane transporter activity	5/1264	39/22744	0.0633141640338041	0.186756873785246	0.135179198284686	11740/71279/11666/214597/66972	5
GO:0060590	ATPase regulator activity	5/1264	39/22744	0.0633141640338041	0.186756873785246	0.135179198284686	11931/67035/215387/213539/329679	5
GO:0051427	hormone receptor binding	15/1264	175/22744	0.0635784447654219	0.186948530376068	0.135317924018139	22259/20181/109689/14360/216233/22337/15370/11545/18538/233908/13017/17127/214855/18708/15361	15
GO:0004435	phosphatidylinositol phospholipase C activity	3/1264	17/22744	0.0650123355301419	0.188797432592177	0.136656204715468	234779/224860/18798	3
GO:0004551	nucleotide diphosphatase activity	3/1264	17/22744	0.0650123355301419	0.188797432592177	0.136656204715468	71207/18606/353172	3
GO:0004629	phospholipase C activity	3/1264	17/22744	0.0650123355301419	0.188797432592177	0.136656204715468	234779/224860/18798	3
GO:0034979	NAD-dependent protein deacetylase activity	3/1264	17/22744	0.0650123355301419	0.188797432592177	0.136656204715468	15184/15185/232232	3
GO:0016896	exoribonuclease activity, producing 5'-phosphomonoesters	4/1264	28/22744	0.0672291253606429	0.193805218675594	0.140280962906248	72068/71701/101985/211948	4
GO:0071889	14-3-3 protein binding	4/1264	28/22744	0.0672291253606429	0.193805218675594	0.140280962906248	69601/75687/384783/22695	4
GO:0008235	metalloexopeptidase activity	6/1264	52/22744	0.0673566111814963	0.193805218675594	0.140280962906248	11568/11421/72061/13437/13809/56307	6
GO:0043621	protein self-association	7/1264	65/22744	0.0683296859086429	0.196003808508584	0.141872356063334	26941/13030/12409/76123/20525/15901/100102	7
GO:0001077	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific	25/1264	328/22744	0.0688296511649872	0.196281040580816	0.142073023425683	20682/13393/22259/16600/13710/15184/13661/83396/17865/242705/15370/21425/13819/12606/72843/12393/68837/11911/15361/20471/17132/50496/13170/210719/72475	25
GO:0035257	nuclear hormone receptor binding	13/1264	148/22744	0.0688448425917789	0.196281040580816	0.142073023425683	22259/20181/109689/22337/15370/11545/18538/233908/13017/17127/214855/18708/15361	13
GO:0016298	lipase activity	11/1264	120/22744	0.0703922060328458	0.200084512905483	0.144826069828343	16890/15368/193742/18606/27226/16889/56209/234779/224860/18798/53357	11
GO:0016829	lyase activity	15/1264	179/22744	0.0740951365014669	0.207881633821111	0.150469816871975	192156/104111/22247/14718/108037/66447/69065/107869/52430/11674/76459/223267/15361/12593/13808	15
GO:0015175	neutral amino acid transmembrane transporter activity	4/1264	29/22744	0.0747052241084896	0.207881633821111	0.150469816871975	20514/55963/105727/14664	4
GO:0015298	solute:cation antiporter activity	4/1264	29/22744	0.0747052241084896	0.207881633821111	0.150469816871975	30805/170756/234076/20541	4
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	4/1264	29/22744	0.0747052241084896	0.207881633821111	0.150469816871975	20111/11799/109689/20723	4
GO:0015215	nucleotide transmembrane transporter activity	3/1264	18/22744	0.0749083072830869	0.207881633821111	0.150469816871975	11740/11666/66972	3
GO:0015929	hexosaminidase activity	3/1264	18/22744	0.0749083072830869	0.207881633821111	0.150469816871975	17939/15211/238023	3
GO:0050145	nucleoside monophosphate kinase activity	3/1264	18/22744	0.0749083072830869	0.207881633821111	0.150469816871975	11639/56524/229949	3
GO:0055106	ubiquitin-protein transferase regulator activity	3/1264	18/22744	0.0749083072830869	0.207881633821111	0.150469816871975	107995/50754/228775	3
GO:0004180	carboxypeptidase activity	5/1264	41/22744	0.0753777344699507	0.207953867449452	0.150522101340923	19025/11568/11421/235461/72461	5
GO:0005048	signal sequence binding	5/1264	41/22744	0.0753777344699507	0.207953867449452	0.150522101340923	105785/218210/72399/70572/212999	5
GO:0140030	modification-dependent protein binding	15/1264	180/22744	0.0768926061504128	0.211511039792045	0.153096869785511	16151/15170/12419/12648/15510/67382/22791/58186/15185/59035/56489/235461/320817/15925/671535	15
GO:0003727	single-stranded RNA binding	9/1264	94/22744	0.0774025393998956	0.212291175313164	0.153661550978555	71701/207214/56878/12785/56403/239528/231207/230073/232164	9
GO:0001205	distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific	5/1264	42/22744	0.0818434179753671	0.223816694055086	0.162004003664606	24136/51886/15161/15361/20471	5
GO:0042393	histone binding	18/1264	227/22744	0.082547011757972	0.224525663938209	0.162517173426265	17216/12419/66471/70472/80285/12648/72057/70998/67382/100088/22791/93762/59035/114741/101685/320817/233726/57741	18
GO:0017091	AU-rich element binding	4/1264	30/22744	0.0825814009154392	0.224525663938209	0.162517173426265	231207/230738/22695/237400	4
GO:0070063	RNA polymerase binding	6/1264	55/22744	0.0836345753250003	0.226731883395521	0.164114089092258	106298/56070/13830/239528/22695/13866	6
GO:0015106	bicarbonate transmembrane transporter activity	3/1264	19/22744	0.0854235393030897	0.22959424091007	0.166185933550662	218756/54403/269356	3
GO:0035613	RNA stem-loop binding	3/1264	19/22744	0.0854235393030897	0.22959424091007	0.166185933550662	107508/214855/230738	3
GO:0140101	catalytic activity, acting on a tRNA	10/1264	110/22744	0.0854247228972436	0.22959424091007	0.166185933550662	22321/27267/110960/67724/70223/107508/353172/234734/105148/216443	10
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	33/1264	463/22744	0.0861926149659144	0.230996208108651	0.16720071173839	20682/13393/22259/16600/13710/15184/13661/83396/17865/242705/12394/15370/21425/13819/11545/24136/18128/51886/15161/17127/12606/72843/12393/68837/11911/15361/20471/17132/50496/13170/210719/72475/72465	33
GO:0002039	p53 binding	7/1264	69/22744	0.0879129085043832	0.234935350931941	0.170051959770062	21981/107765/15510/209456/67956/56351/57741	7
GO:0005126	cytokine receptor binding	24/1264	322/22744	0.0888723684873894	0.236153772354593	0.170933883030762	12505/72183/12931/12977/66313/68729/216233/16416/14573/69601/114715/13601/20311/20309/14825/17127/21813/72843/76905/16173/18708/114716/12064/20315	24
GO:0140098	catalytic activity, acting on RNA	24/1264	322/22744	0.0888723684873894	0.236153772354593	0.170933883030762	22321/27267/56200/72068/71701/28071/58809/110960/67724/70223/107508/116940/353172/101985/234734/230594/239528/105148/216443/208084/230738/226517/211948/20019	24
GO:0034061	DNA polymerase activity	4/1264	31/22744	0.0908472524811058	0.240041472752894	0.173747895775577	54125/69745/245474/56351	4
GO:0043425	bHLH transcription factor binding	4/1264	31/22744	0.0908472524811058	0.240041472752894	0.173747895775577	20682/14605/17127/12393	4
GO:0004620	phospholipase activity	8/1264	84/22744	0.0946702269004004	0.249440092226336	0.180550846690592	15368/18606/27226/56209/234779/224860/18798/53357	8
GO:0008374	O-acyltransferase activity	5/1264	44/22744	0.0956229043087809	0.251244493674052	0.181856916642087	68262/12894/20652/67512/231510	5
GO:0001222	transcription corepressor binding	3/1264	20/22744	0.0965237266103297	0.252198483455402	0.182547437805784	15184/72068/217166	3
GO:0015278	calcium-release channel activity	3/1264	20/22744	0.0965237266103297	0.252198483455402	0.182547437805784	94178/16438/19414	3
GO:0061630	ubiquitin protein ligase activity	17/1264	217/22744	0.0972904997434687	0.253495802109371	0.183486468814437	66313/68729/83814/19821/75234/72399/58186/59009/66949/55983/20439/55992/107568/71865/50762/269016/268291	17
GO:0016407	acetyltransferase activity	10/1264	113/22744	0.0978877656560102	0.254345496358276	0.184101498317908	235339/18476/71988/72117/72057/20229/15161/231713/12593/74838	10
GO:0019956	chemokine binding	4/1264	32/22744	0.0994910542101119	0.257087076719242	0.186085921315129	16416/16410/12778/22695	4
GO:0030507	spectrin binding	4/1264	32/22744	0.0994910542101119	0.257087076719242	0.186085921315129	13822/17909/19275/17921	4
GO:0003680	AT DNA binding	2/1264	10/22744	0.103261317522678	0.259675913770166	0.187959784964378	15361/14958	2
GO:0005347	ATP transmembrane transporter activity	2/1264	10/22744	0.103261317522678	0.259675913770166	0.187959784964378	11740/66972	2
GO:0008494	translation activator activity	2/1264	10/22744	0.103261317522678	0.259675913770166	0.187959784964378	69674/73158	2
GO:0015368	calcium:cation antiporter activity	2/1264	10/22744	0.103261317522678	0.259675913770166	0.187959784964378	170756/20541	2
GO:0034452	dynactin binding	2/1264	10/22744	0.103261317522678	0.259675913770166	0.187959784964378	12121/72183	2
GO:0035612	AP-2 adaptor complex binding	2/1264	10/22744	0.103261317522678	0.259675913770166	0.187959784964378	109689/214597	2
GO:0046030	inositol trisphosphate phosphatase activity	2/1264	10/22744	0.103261317522678	0.259675913770166	0.187959784964378	19062/16330	2
GO:0050897	cobalt ion binding	2/1264	10/22744	0.103261317522678	0.259675913770166	0.187959784964378	13819/108037	2
GO:0061578	Lys63-specific deubiquitinase activity	2/1264	10/22744	0.103261317522678	0.259675913770166	0.187959784964378	78825/73945	2
GO:0098505	G-rich strand telomeric DNA binding	2/1264	10/22744	0.103261317522678	0.259675913770166	0.187959784964378	68275/19891	2
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	16/1264	204/22744	0.10443342222284	0.261682848211593	0.189412453256063	13121/26433/15368/18452/18451/20775/56050/109672/56473/18453/66234/235293/19225/210530/13244/14261	16
GO:0004842	ubiquitin-protein transferase activity	28/1264	392/22744	0.104745918797019	0.261682848211593	0.189412453256063	66313/68729/67731/69104/83814/19821/50754/29864/75234/230903/72399/58186/59009/74153/231670/66949/55983/20439/55992/76843/244421/107568/230904/71865/50762/269016/268291/12449	28
GO:0035258	steroid hormone receptor binding	8/1264	86/22744	0.104896322950489	0.261682848211593	0.189412453256063	109689/15370/11545/18538/233908/17127/214855/18708	8
GO:0001871	pattern binding	3/1264	21/22744	0.10817285529343	0.265033611558364	0.191837817815223	96875/18606/94242	3
GO:0016408	C-acyltransferase activity	3/1264	21/22744	0.10817285529343	0.265033611558364	0.191837817815223	20773/20280/66183	3
GO:0030247	polysaccharide binding	3/1264	21/22744	0.10817285529343	0.265033611558364	0.191837817815223	96875/18606/94242	3
GO:0031690	adrenergic receptor binding	3/1264	21/22744	0.10817285529343	0.265033611558364	0.191837817815223	109689/26941/105171	3
GO:0045296	cadherin binding	6/1264	59/22744	0.108407237428403	0.265033611558364	0.191837817815223	11877/18301/227937/19126/67451/56460	6
GO:0015103	inorganic anion transmembrane transporter activity	11/1264	130/22744	0.108415079716394	0.265033611558364	0.191837817815223	20499/55963/218756/67554/11732/27376/29876/231549/54403/433926/269356	11
GO:0016504	peptidase activator activity	4/1264	33/22744	0.10849990068061	0.265033611558364	0.191837817815223	14114/12389/14268/18542	4
GO:0031624	ubiquitin conjugating enzyme binding	4/1264	33/22744	0.10849990068061	0.265033611558364	0.191837817815223	75234/20439/100737/268291	4
GO:0061659	ubiquitin-like protein ligase activity	17/1264	221/22744	0.109918063015031	0.267800371709349	0.193840466561026	66313/68729/83814/19821/75234/72399/58186/59009/66949/55983/20439/55992/107568/71865/50762/269016/268291	17
GO:0016209	antioxidant activity	8/1264	87/22744	0.110229889837987	0.267864343699565	0.193886771054	50493/18230/14873/53381/66447/230784/19225/140742	8
GO:0017137	Rab GTPase binding	13/1264	161/22744	0.113397560148381	0.274849900307962	0.198943087979615	12121/216190/217325/73296/18286/57915/83671/76954/231830/226089/228355/52055/102442	13
GO:0019787	ubiquitin-like protein transferase activity	29/1264	412/22744	0.114268671718238	0.2762474589477	0.199954675144503	66313/68729/67731/69104/83814/19821/50754/229615/29864/75234/230903/72399/58186/59009/74153/231670/66949/55983/20439/55992/76843/244421/107568/230904/71865/50762/269016/268291/12449	29
GO:0030295	protein kinase activator activity	7/1264	74/22744	0.116383602682826	0.277895910601912	0.20114786481678	16859/27214/12575/268697/232341/70355/211323	7
GO:0004693	cyclin-dependent protein serine/threonine kinase activity	4/1264	34/22744	0.117859842655975	0.277895910601912	0.20114786481678	12534/12575/53886/12443	4
GO:0071949	FAD binding	4/1264	34/22744	0.117859842655975	0.277895910601912	0.20114786481678	59010/11430/52815/11761	4
GO:0016706	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	5/1264	47/22744	0.118330724452236	0.277895910601912	0.20114786481678	26433/18452/18451/18453/210530	5
GO:0017056	structural constituent of nuclear pore	3/1264	22/22744	0.120333697648221	0.277895910601912	0.20114786481678	218210/269113/227699	3
GO:0030215	semaphorin receptor binding	3/1264	22/22744	0.120333697648221	0.277895910601912	0.20114786481678	20353/20351/20348	3
GO:0050998	nitric-oxide synthase binding	3/1264	22/22744	0.120333697648221	0.277895910601912	0.20114786481678	12313/12389/13429	3
GO:0070530	K63-linked polyubiquitin modification-dependent protein binding	3/1264	22/22744	0.120333697648221	0.277895910601912	0.20114786481678	16151/235461/671535	3
GO:0001158	enhancer sequence-specific DNA binding	10/1264	118/22744	0.120897803203523	0.277895910601912	0.20114786481678	20682/15081/67500/22433/67488/16911/12591/226442/11911/15361	10
GO:0004896	cytokine receptor activity	8/1264	89/22744	0.121330811818029	0.277895910601912	0.20114786481678	12505/12931/18414/15976/16177/171095/12778/14600	8
GO:0001094	TFIID-class transcription factor complex binding	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	11622/55989	2
GO:0005391	sodium:potassium-exchanging ATPase activity	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	11931/11928	2
GO:0008556	potassium-transporting ATPase activity	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	11931/11928	2
GO:0008641	ubiquitin-like modifier activating enzyme activity	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	74153/231380	2
GO:0015114	phosphate ion transmembrane transporter activity	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	11732/27376	2
GO:0016846	carbon-sulfur lyase activity	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	66447/107869	2
GO:0017154	semaphorin receptor activity	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	18186/18846	2
GO:0042301	phosphate ion binding	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	17768/14701	2
GO:0043560	insulin receptor substrate binding	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	74769/18708	2
GO:0046624	sphingolipid transporter activity	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	17250/216892	2
GO:0047372	acylglycerol lipase activity	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	16890/193742	2
GO:0106019	phosphatidylinositol-4,5-bisphosphate phosphatase activity	2/1264	11/22744	0.121721926427778	0.277895910601912	0.20114786481678	19062/16330	2
GO:0015085	calcium ion transmembrane transporter activity	11/1264	133/22744	0.121764626073972	0.277895910601912	0.20114786481678	94178/11749/12291/16410/11938/16438/19414/170756/68667/269717/20541	11
GO:0017112	Rab guanyl-nucleotide exchange factor activity	4/1264	35/22744	0.12755601981629	0.288307341175133	0.208683913206106	76954/226089/228355/102442	4
GO:0030551	cyclic nucleotide binding	4/1264	35/22744	0.12755601981629	0.288307341175133	0.208683913206106	12799/19084/223864/72512	4
GO:0042162	telomeric DNA binding	4/1264	35/22744	0.12755601981629	0.288307341175133	0.208683913206106	68275/19891/208084/226517	4
GO:1901567	fatty acid derivative binding	4/1264	35/22744	0.12755601981629	0.288307341175133	0.208683913206106	23986/20652/20280/11364	4
GO:0005112	Notch binding	3/1264	23/22744	0.132968246611948	0.296962417433351	0.214948669335104	70417/18128/69065	3
GO:0030506	ankyrin binding	3/1264	23/22744	0.132968246611948	0.296962417433351	0.214948669335104	71393/11928/20541	3
GO:0031210	phosphatidylcholine binding	3/1264	23/22744	0.132968246611948	0.296962417433351	0.214948669335104	52635/19679/56305	3
GO:0050997	quaternary ammonium group binding	3/1264	23/22744	0.132968246611948	0.296962417433351	0.214948669335104	52635/19679/56305	3
GO:0070840	dynein complex binding	3/1264	23/22744	0.132968246611948	0.296962417433351	0.214948669335104	12121/76123/15185	3
GO:0004252	serine-type endopeptidase activity	14/1264	182/22744	0.136882736689051	0.303828532110444	0.219918531266117	56213/19072/17174/76867/14066/54426/18550/12751/18791/50908/232371/22019/100102/50909	14
GO:0008080	N-acetyltransferase activity	8/1264	92/22744	0.139038897636762	0.303828532110444	0.219918531266117	71988/72117/72057/20229/15161/231713/12593/74838	8
GO:0051213	dioxygenase activity	8/1264	92/22744	0.139038897636762	0.303828532110444	0.219918531266117	26433/18452/18451/18453/19225/22289/108829/210530	8
GO:0001054	RNA polymerase I activity	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	28071/20019	2
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	12575/192231	2
GO:0005283	amino acid:sodium symporter activity	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	102857/14664	2
GO:0005522	profilin binding	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	14026/57778	2
GO:0015250	water channel activity	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	11828/11830	2
GO:0016832	aldehyde-lyase activity	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	108037/11674	2
GO:0031994	insulin-like growth factor I binding	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	16416/16410	2
GO:0032036	myosin heavy chain binding	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	26362/213019	2
GO:0034713	type I transforming growth factor beta receptor binding	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	72183/21813	2
GO:0043023	ribosomal large subunit binding	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	97112/432508	2
GO:0043047	single-stranded telomeric DNA binding	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	68275/19891	2
GO:0043121	neurotrophin binding	2/1264	12/22744	0.140901291543756	0.303828532110444	0.219918531266117	18550/20661	2
GO:0008135	translation factor activity, RNA binding	7/1264	78/22744	0.142201020277309	0.305927883073661	0.221438092899238	13690/217869/225363/13631/231207/14852/67204	7
GO:0008375	acetylglucosaminyltransferase activity	5/1264	50/22744	0.143318789235736	0.307627057901878	0.222667997246899	14538/15211/16848/103534/17309	5
GO:0015491	cation:cation antiporter activity	3/1264	24/22744	0.146038095309747	0.31203583918119	0.225859181092882	30805/170756/20541	3
GO:0031492	nucleosomal DNA binding	3/1264	24/22744	0.146038095309747	0.31203583918119	0.225859181092882	15081/100088/14958	3
GO:0004540	ribonuclease activity	9/1264	108/22744	0.146499469120013	0.312310231896754	0.22605779325935	72068/71701/58809/67724/101985/239528/230738/226517/211948	9
GO:0016830	carbon-carbon lyase activity	5/1264	51/22744	0.15211670826035	0.32354982391884	0.234193285184213	192156/22247/14718/108037/11674	5
GO:0016651	oxidoreductase activity, acting on NAD(P)H	7/1264	80/22744	0.156057492036271	0.331180831515887	0.239716795340306	50493/13382/18230/28200/12972/67880/18655	7
GO:0004712	protein serine/threonine/tyrosine kinase activity	4/1264	38/22744	0.158502337963672	0.33145492980896	0.239915194396565	20111/20393/20112/18481	4
GO:0001671	ATPase activator activity	3/1264	25/22744	0.159504767038591	0.33145492980896	0.239915194396565	11931/67035/215387	3
GO:0000339	RNA cap binding	2/1264	13/22744	0.16066266769144	0.33145492980896	0.239915194396565	239528/73158	2
GO:0004535	poly(A)-specific ribonuclease activity	2/1264	13/22744	0.16066266769144	0.33145492980896	0.239915194396565	72068/211948	2
GO:0005172	vascular endothelial growth factor receptor binding	2/1264	13/22744	0.16066266769144	0.33145492980896	0.239915194396565	16416/69601	2
GO:0005372	water transmembrane transporter activity	2/1264	13/22744	0.16066266769144	0.33145492980896	0.239915194396565	11828/11830	2
GO:0008097	5S rRNA binding	2/1264	13/22744	0.16066266769144	0.33145492980896	0.239915194396565	67239/59014	2
GO:0015556	C4-dicarboxylate transmembrane transporter activity	2/1264	13/22744	0.16066266769144	0.33145492980896	0.239915194396565	67554/27376	2
GO:0016840	carbon-nitrogen lyase activity	2/1264	13/22744	0.16066266769144	0.33145492980896	0.239915194396565	69065/223267	2
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	2/1264	13/22744	0.16066266769144	0.33145492980896	0.239915194396565	13537/18218	2
GO:0031681	G-protein beta-subunit binding	2/1264	13/22744	0.16066266769144	0.33145492980896	0.239915194396565	14063/14062	2
GO:1990380	Lys48-specific deubiquitinase activity	2/1264	13/22744	0.16066266769144	0.33145492980896	0.239915194396565	78825/235461	2
GO:0030276	clathrin binding	5/1264	52/22744	0.161133739864484	0.33145492980896	0.239915194396565	216810/109689/54525/55925/16971	5
GO:0099516	ion antiporter activity	5/1264	52/22744	0.161133739864484	0.33145492980896	0.239915194396565	11740/30805/170756/20541/269356	5
GO:0019209	kinase activator activity	7/1264	81/22744	0.163209638044085	0.334990460580638	0.242474298142197	16859/27214/12575/268697/232341/70355/211323	7
GO:0016410	N-acyltransferase activity	9/1264	111/22744	0.164388125747236	0.336672624346958	0.243691889466713	71988/72117/72057/20229/241447/15161/231713/12593/74838	9
GO:0035254	glutamate receptor binding	6/1264	67/22744	0.167642744369258	0.342590183482274	0.247975163669697	12313/26558/26556/14360/16177/233908	6
GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding	4/1264	39/22744	0.1693809864128	0.344640705542747	0.249459381747359	17912/11752/13196/218952	4
GO:0044390	ubiquitin-like protein conjugating enzyme binding	4/1264	39/22744	0.1693809864128	0.344640705542747	0.249459381747359	75234/20439/100737/268291	4
GO:0017046	peptide hormone binding	5/1264	53/22744	0.17036021651862	0.345135816618717	0.249817755267728	15510/53945/18708/14600/15925	5
GO:0042054	histone methyltransferase activity	5/1264	53/22744	0.17036021651862	0.345135816618717	0.249817755267728	14056/59035/67956/107823/208266	5
GO:0004709	MAP kinase kinase kinase activity	3/1264	26/22744	0.173330000560692	0.346660001121384	0.250920997332839	110157/109880/65964	3
GO:0015605	organophosphate ester transmembrane transporter activity	3/1264	26/22744	0.173330000560692	0.346660001121384	0.250920997332839	11740/11666/66972	3
GO:0030547	receptor inhibitor activity	3/1264	26/22744	0.173330000560692	0.346660001121384	0.250920997332839	17069/23936/100102	3
GO:0031435	mitogen-activated protein kinase kinase kinase binding	3/1264	26/22744	0.173330000560692	0.346660001121384	0.250920997332839	12390/69601/21813	3
GO:0050750	low-density lipoprotein particle receptor binding	3/1264	26/22744	0.173330000560692	0.346660001121384	0.250920997332839	12759/100102/17386	3
GO:0099604	ligand-gated calcium channel activity	3/1264	26/22744	0.173330000560692	0.346660001121384	0.250920997332839	94178/16438/19414	3
GO:0018024	histone-lysine N-methyltransferase activity	4/1264	40/22744	0.180512176341193	0.352007401092642	0.254791576371624	14056/67956/107823/208266	4
GO:0043028	cysteine-type endopeptidase regulator activity involved in apoptotic process	4/1264	40/22744	0.180512176341193	0.352007401092642	0.254791576371624	20111/11799/109689/20723	4
GO:0004707	MAP kinase activity	2/1264	14/22744	0.180882267938863	0.352007401092642	0.254791576371624	18099/50772	2
GO:0005024	transforming growth factor beta-activated receptor activity	2/1264	14/22744	0.180882267938863	0.352007401092642	0.254791576371624	11479/21813	2
GO:0005092	GDP-dissociation inhibitor activity	2/1264	14/22744	0.180882267938863	0.352007401092642	0.254791576371624	76123/230784	2
GO:0005161	platelet-derived growth factor receptor binding	2/1264	14/22744	0.180882267938863	0.352007401092642	0.254791576371624	16177/18708	2
GO:0005545	1-phosphatidylinositol binding	2/1264	14/22744	0.180882267938863	0.352007401092642	0.254791576371624	17207/230597	2
GO:0008432	JUN kinase binding	2/1264	14/22744	0.180882267938863	0.352007401092642	0.254791576371624	14083/16906	2
GO:0015037	peptide disulfide oxidoreductase activity	2/1264	14/22744	0.180882267938863	0.352007401092642	0.254791576371624	14873/18453	2
GO:0016755	transferase activity, transferring amino-acyl groups	2/1264	14/22744	0.180882267938863	0.352007401092642	0.254791576371624	21817/74145	2
GO:0033549	MAP kinase phosphatase activity	2/1264	14/22744	0.180882267938863	0.352007401092642	0.254791576371624	13537/18218	2
GO:0043024	ribosomal small subunit binding	2/1264	14/22744	0.180882267938863	0.352007401092642	0.254791576371624	24015/69956	2
GO:0098847	sequence-specific single stranded DNA binding	2/1264	14/22744	0.180882267938863	0.352007401092642	0.254791576371624	68275/19891	2
